Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Max Speed (km/h),Avg Heart Rate,Steps,Notes,Source,Link
"Aug. 6, 2017","July 12, 2016",Run,476,6.449993257,1855,4.417122753,0.46296317,13.583491,129.5999895,,4973,b'',Unknown,http://www.mapmyfitness.com/workout/2379677141
"Aug. 6, 2017","July 9, 2016",Run,605,8.197998336,2515,4.46887676,2.222222222,13.42619372,26.99996429,,6696,b'',Unknown,http://www.mapmyfitness.com/workout/2379676742
"Aug. 6, 2017","July 3, 2016",Run,666,9.016993498,2747,4.300609441,2.083333333,13.95151579,28.80001555,,7319,b'',Unknown,http://www.mapmyfitness.com/workout/2379676262
"Aug. 6, 2017","June 26, 2016",Run,594,8.049005268,2464,4.500206295,1.388888889,13.33272302,43.19994286,,6563,b'',Unknown,http://www.mapmyfitness.com/workout/2379675869
"Aug. 6, 2017","June 25, 2016",Run,375,4.783002555,1033,3.307235743,1.515151515,18.14197398,39.60000127,,2868,b'',Unknown,http://www.mapmyfitness.com/workout/2379675443
"Aug. 6, 2017","June 18, 2016",Run,523,7.06899524,2219,4.491196413,2.380951493,13.35947032,25.20007396,,5896,b'',Unknown,http://www.mapmyfitness.com/workout/2379675086
"Aug. 6, 2017","June 9, 2016",Run,594,8.002994124,2581,4.407342371,1.282050326,13.61365011,46.80004539,,6839,b'',Unknown,http://www.mapmyfitness.com/workout/2379674705
"Aug. 6, 2017","June 4, 2016",Run,543,7.344997736,2292,4.441952746,2.083333333,13.50756215,28.80001555,,6094,b'',Unknown,http://www.mapmyfitness.com/workout/2379674207
"Aug. 6, 2017","May 27, 2016",Run,374,5.076997517,1515,4.430718355,1.388888889,13.54182509,43.19994286,,4047,b'',Unknown,http://www.mapmyfitness.com/workout/2379673781
"Aug. 6, 2017","May 15, 2016",Run,592,8.01799321,2480,4.421404001,1.666666667,13.57034266,36.00005967,,6598,b'',Unknown,http://www.mapmyfitness.com/workout/2379673340
"Aug. 6, 2017","May 10, 2016",Run,606,8.219998068,2466,4.323339199,1.851853923,13.87816189,32.39995715,,6582,b'',Unknown,http://www.mapmyfitness.com/workout/2379672893
"Aug. 6, 2017","May 8, 2016",Run,332,4.506002266,1328,4.301435865,2.222222222,13.94882819,26.99996429,,3552,b'',Unknown,http://www.mapmyfitness.com/workout/2379672371
"Aug. 6, 2017","May 7, 2016",Run,102,1.3780008,371,4.16310621,2.380951493,14.41230316,25.20007396,,1003,b'',Unknown,http://www.mapmyfitness.com/workout/2379671918
"Aug. 6, 2017","May 6, 2016",Run,256,3.386993196,1192,4.673276813,1.851853923,12.83896019,32.39995715,,3134,b'',Unknown,http://www.mapmyfitness.com/workout/2379671009
"Aug. 6, 2017","May 6, 2016",Run,273,3.398998902,1412,5.176686899,1.666666667,11.59041502,36.00005967,,3661,b'',Unknown,http://www.mapmyfitness.com/workout/2379670574
"Aug. 6, 2017","April 29, 2016",Run,583,7.903005581,2361,4.286908206,1.515151515,13.99611071,39.60000127,,6303,b'',Unknown,http://www.mapmyfitness.com/workout/2379670076
"Aug. 6, 2017","April 21, 2016",Run,593,8.042004622,2417,4.301442078,0.938966436,13.94881209,63.89996913,,6449,b'',Unknown,http://www.mapmyfitness.com/workout/2379669479
"Aug. 6, 2017","April 14, 2016",Run,498,6.760001192,2001,4.287921041,1.818181818,13.99279546,33.00008152,,5348,b'',Unknown,http://www.mapmyfitness.com/workout/2379668972
"Aug. 6, 2017","April 12, 2016",Run,450,6.10400039,1790,4.109674501,1.449273741,14.59969518,41.40005253,,4788,b'',Unknown,http://www.mapmyfitness.com/workout/2379668435
"Aug. 6, 2017","April 9, 2016",Run,202,2.734999661,833,4.420981468,2.083333333,13.57164623,28.80001555,,2220,b'',Unknown,http://www.mapmyfitness.com/workout/2379667964
"Aug. 6, 2017","April 2, 2016",Bike Ride,2365,106.8139316,19059,2.31355136,0.29498541,25.93409576,203.4001601,,,b'',Unknown,http://www.mapmyfitness.com/workout/2379667625
"Aug. 6, 2017","March 26, 2016",Run,387,5.258000436,1621,3.708113368,0.450450618,16.18066644,133.1999311,,4316,b'',Unknown,http://www.mapmyfitness.com/workout/2379667055
"Aug. 6, 2017","March 21, 2016",Run,593,8.029001123,2474,3.310715422,0.564971815,18.12298372,106.1999668,,6584,b'',Unknown,http://www.mapmyfitness.com/workout/2379666626
"Aug. 6, 2017","March 19, 2016",Run,382,5.182007213,1568,3.409252466,0.854702289,17.59914225,70.20006808,,4183,b'',Unknown,http://www.mapmyfitness.com/workout/2379666197
"Aug. 6, 2017","March 9, 2016",Run,621,8.365997756,2705,3.802710918,0.574712429,15.77821779,104.4000765,,7166,b'',Unknown,http://www.mapmyfitness.com/workout/2379665726
"Aug. 6, 2017","Feb. 28, 2016",Run,214,2.872003116,955,3.959004414,1.149424859,15.1553212,52.20003825,,2525,b'',Unknown,http://www.mapmyfitness.com/workout/2379665342
"Aug. 6, 2017","Feb. 28, 2016",Run,251,2.946998546,1369,5.030024656,0.793652569,11.92837726,75.60006094,,3521,b'',Unknown,http://www.mapmyfitness.com/workout/2379664826
"Aug. 6, 2017","Feb. 21, 2016",Run,299,4.052006323,1209,3.572107641,0.406504141,16.79672333,147.6000194,,3228,b'',Unknown,http://www.mapmyfitness.com/workout/2379664391
"Aug. 6, 2017","Feb. 18, 2016",Run,399,5.405995711,1626,3.560748976,0.716844876,16.85031448,83.70005023,,4338,b'',Unknown,http://www.mapmyfitness.com/workout/2379663992
"Aug. 6, 2017","Feb. 11, 2016",Run,450,6.038998986,1986,3.781478665,0.843884216,15.86679608,71.10001325,,5254,b'',Unknown,http://www.mapmyfitness.com/workout/2379663563
"Aug. 6, 2017","Feb. 6, 2016",Run,209,2.802994445,925,3.422816999,0.378787879,17.52945765,158.4000051,,2447,b'',Unknown,http://www.mapmyfitness.com/workout/2379663167
"Aug. 6, 2017","Feb. 6, 2016",Run,208,2.542007128,1105,4.998732403,1.169588354,12.00303473,51.29993215,,2854,b'',Unknown,http://www.mapmyfitness.com/workout/2379662600
"Aug. 6, 2017","Jan. 29, 2016",Run,229,3.051992148,1049,3.599833224,0.62893328,16.667493,95.39998111,,2763,b'',Unknown,http://www.mapmyfitness.com/workout/2379662003
"Aug. 6, 2017","Jan. 29, 2016",Run,247,3.063000061,1290,5.032062754,1.204820101,11.92353314,49.80002354,,3342,b'',Unknown,http://www.mapmyfitness.com/workout/2379661586
"Aug. 6, 2017","Jan. 23, 2016",Run,186,2.523000776,755,3.426942903,0.900901237,17.50837524,66.59996556,,2018,b'',Unknown,http://www.mapmyfitness.com/workout/2379661154
"Aug. 6, 2017","Jan. 23, 2016",Run,189,2.484006371,901,4.215593434,0.95238184,14.2328774,63.00002396,,2361,b'',Unknown,http://www.mapmyfitness.com/workout/2379660698
"Aug. 6, 2017","Jan. 13, 2016",Run,187,2.529003629,725,3.752504126,0.793652569,15.98931544,75.60006094,,1945,b'',Unknown,http://www.mapmyfitness.com/workout/2379660278
"Aug. 6, 2017","Jan. 13, 2016",Run,174,2.297998391,810,4.155003529,1.169588354,14.4404184,51.29993215,,2129,b'',Unknown,http://www.mapmyfitness.com/workout/2379659864
"Aug. 6, 2017","Jan. 8, 2016",Run,183,2.48699975,710,3.142236837,0.766281168,19.09470563,78.30005737,,1905,b'',Unknown,http://www.mapmyfitness.com/workout/2379659504
"Aug. 6, 2017","Jan. 8, 2016",Run,184,2.450000932,850,4.394479987,1.449273741,13.65349747,41.40005253,,2237,b'',Unknown,http://www.mapmyfitness.com/workout/2379659054
"Aug. 6, 2017","Jan. 5, 2016",Run,227,3.074007974,928,3.642185884,0.980393253,16.47356705,61.1999727,,2476,b'',Unknown,http://www.mapmyfitness.com/workout/2379658679
"Aug. 6, 2017","Dec. 29, 2015",Run,308,4.172996805,1229,2.823367782,0.512820752,21.25122659,116.9999525,,3287,b'',Unknown,http://www.mapmyfitness.com/workout/2379658289
"Aug. 6, 2017","Dec. 27, 2015",Run,443,6.001002374,1835,2.694458115,0.266666418,22.26784919,225.0007753,,4888,b'',Unknown,http://www.mapmyfitness.com/workout/2379657875
"Aug. 6, 2017","Dec. 20, 2015",Run,163,2.208003875,656,2.575204555,0.266666418,23.29911683,225.0007753,,1753,b'',Unknown,http://www.mapmyfitness.com/workout/2379657461
"Aug. 6, 2017","Dec. 20, 2015",Run,186,2.429996786,896,3.765478356,0.46296317,15.9342276,129.5999895,,2347,b'',Unknown,http://www.mapmyfitness.com/workout/2379657020
"Aug. 6, 2017","Dec. 16, 2015",Run,185,2.50299663,706,2.672194385,0.39215668,22.45340655,153.0000122,,1898,b'',Unknown,http://www.mapmyfitness.com/workout/2379656633
"Aug. 6, 2017","Dec. 16, 2015",Run,169,2.22800802,792,3.205579416,0.469483839,18.71731446,127.7999383,,2080,b'',Unknown,http://www.mapmyfitness.com/workout/2379656228
"Aug. 6, 2017","Dec. 12, 2015",Run,478,6.38100068,2168,3.404617037,0.305810318,17.62312147,196.1999551,,5717,b'',Unknown,http://www.mapmyfitness.com/workout/2379655898
"Aug. 6, 2017","Dec. 9, 2015",Run,176,2.374007708,653,2.327314732,0.262467192,25.78088621,228.5992685,,1760,b'',Unknown,http://www.mapmyfitness.com/workout/2379655502
"Aug. 6, 2017","Dec. 9, 2015",Run,173,2.274003072,827,2.971372186,0.350877128,20.19276104,170.9992374,,2168,b'',Unknown,http://www.mapmyfitness.com/workout/2379655061
"Aug. 6, 2017","Dec. 6, 2015",Run,171,2.312997477,651,2.133167303,0.152206738,28.12714883,394.2007661,,1750,b'',Unknown,http://www.mapmyfitness.com/workout/2379654644
"Aug. 6, 2017","Dec. 6, 2015",Run,351,4.608002488,1675,2.925595771,0.421940865,20.50867526,142.2000265,,4390,b'',Unknown,http://www.mapmyfitness.com/workout/2379654278
"Aug. 6, 2017","Nov. 27, 2015",Run,187,2.532994802,738,3.038020461,0.374532107,19.74970863,160.2000563,,1975,b'',Unknown,http://www.mapmyfitness.com/workout/2379653903
"Aug. 6, 2017","Nov. 27, 2015",Run,193,2.521005189,925,3.613006293,0.512820752,16.6066598,116.9999525,,2422,b'',Unknown,http://www.mapmyfitness.com/workout/2379653507
"Aug. 6, 2017","Nov. 21, 2015",Run,180,2.437995226,754,3.133394725,0.456620834,19.14861865,131.4000408,,2007,b'',Unknown,http://www.mapmyfitness.com/workout/2379652988
"Aug. 6, 2017","Nov. 21, 2015",Run,387,5.08000699,1851,3.643360276,0.266666418,16.46825622,225.0007753,,4850,b'',Unknown,http://www.mapmyfitness.com/workout/2379652649
"Aug. 6, 2017","Nov. 12, 2015",Run,181,2.456003785,690,2.737742832,0.366300182,21.91588566,163.8006417,,1856,b'',Unknown,http://www.mapmyfitness.com/workout/2379652214
"Aug. 6, 2017","Nov. 12, 2015",Run,186,2.467993398,861,3.209649398,0.444444444,18.6936571,134.9999824,,2266,b'',Unknown,http://www.mapmyfitness.com/workout/2379651851
"Aug. 6, 2017","Nov. 7, 2015",Run,161,2.182994669,639,2.974211853,0.292397399,20.17344891,205.1994067,,1712,b'',Unknown,http://www.mapmyfitness.com/workout/2379651446
"Aug. 6, 2017","Nov. 7, 2015",Run,176,2.331006036,812,2.845289758,0.512820752,21.0875563,116.9999525,,2136,b'',Unknown,http://www.mapmyfitness.com/workout/2379651047
"Aug. 6, 2017","Nov. 5, 2015",Run,175,2.376003295,672,2.848955848,0.347222222,21.06035839,172.8000933,,1806,b'',Unknown,http://www.mapmyfitness.com/workout/2379650651
"Aug. 6, 2017","Nov. 5, 2015",Run,289,3.824992259,1353,3.071642856,0.421940865,19.53357373,142.2000265,,3555,b'',Unknown,http://www.mapmyfitness.com/workout/2379650252
"Aug. 6, 2017","Oct. 31, 2015",Run,183,2.486001957,727,2.988236201,0.537634589,20.07881948,111.5999597,,1945,b'',Unknown,http://www.mapmyfitness.com/workout/2379649796
"Aug. 6, 2017","Oct. 31, 2015",Run,171,2.253998926,812,2.811872415,0.297618781,21.33813116,201.5993042,,2131,b'',Unknown,http://www.mapmyfitness.com/workout/2379649388
"Aug. 6, 2017","Oct. 25, 2015",Run,178,2.39900082,657,2.693824316,0.32679713,22.27316003,183.6004009,,1773,b'',Unknown,http://www.mapmyfitness.com/workout/2379648950
"Aug. 6, 2017","Oct. 25, 2015",Run,182,2.42000276,828,3.329027231,0.376647876,18.02320439,159.2999502,,2182,b'',Unknown,http://www.mapmyfitness.com/workout/2379648566
"Aug. 6, 2017","Oct. 22, 2015",Run,178,2.418007173,681,3.174423865,0.641025163,18.90110154,93.59992984,,1830,b'',Unknown,http://www.mapmyfitness.com/workout/2379648167
"Aug. 6, 2017","Oct. 22, 2015",Run,182,2.41200432,841,3.185086594,0.362319057,18.83785432,165.5998883,,2213,b'',Unknown,http://www.mapmyfitness.com/workout/2379647747
"Aug. 6, 2017","Oct. 18, 2015",Run,358,4.826004227,1563,3.177014983,0.374532107,18.88565184,160.2000563,,4140,b'',Unknown,http://www.mapmyfitness.com/workout/2379647372
"Aug. 6, 2017","Oct. 14, 2015",Run,267,3.60399714,1135,3.248777141,0.383141827,18.46850988,156.5999538,,3016,b'',Unknown,http://www.mapmyfitness.com/workout/2379646973
"Aug. 6, 2017","Oct. 10, 2015",Run,179,2.42500782,688,2.389806033,0.297618781,25.10673201,201.5993042,,1847,b'',Unknown,http://www.mapmyfitness.com/workout/2379646598
"Aug. 6, 2017","Oct. 10, 2015",Run,179,2.339004476,866,2.63442123,0.43290061,22.77543629,138.599924,,2265,b'',Unknown,http://www.mapmyfitness.com/workout/2379646253
"Aug. 6, 2017","Oct. 3, 2015",Run,172,2.327996563,646,2.927341824,0.574712429,20.49644425,104.4000765,,1739,b'',Unknown,http://www.mapmyfitness.com/workout/2379645461
"Aug. 6, 2017","Oct. 3, 2015",Run,175,2.341000063,793,3.392668068,0.311526311,17.68524215,192.5998525,,2093,b'',Unknown,http://www.mapmyfitness.com/workout/2379645053
"Aug. 6, 2017","Sept. 30, 2015",Run,173,2.339004476,666,2.498471427,0.427350523,24.01463117,140.3999752,,1789,b'',Unknown,http://www.mapmyfitness.com/workout/2379644669
"Aug. 6, 2017","Sept. 30, 2015",Run,309,4.120001107,1401,3.345661338,0.537634589,17.93372486,111.5999597,,3694,b'',Unknown,http://www.mapmyfitness.com/workout/2379644231
"Aug. 6, 2017","Sept. 26, 2015",Run,171,2.311999684,657,2.329408753,0.219298049,25.75771165,273.5997454,,1765,b'',Unknown,http://www.mapmyfitness.com/workout/2379643793
"Aug. 6, 2017","Sept. 26, 2015",Run,176,2.340002269,803,3.373045166,0.374532107,17.78807923,160.2000563,,2115,b'',Unknown,http://www.mapmyfitness.com/workout/2379643319
"Aug. 6, 2017","Sept. 23, 2015",Run,395,5.322004047,1732,3.248404319,0.444444444,18.47060202,134.9999824,,4585,b'',Unknown,http://www.mapmyfitness.com/workout/2379643019
"Aug. 6, 2017","Sept. 20, 2015",Run,81,1.093000462,335,3.118792502,0.724636871,19.23825911,82.79994413,,894,b'',Unknown,http://www.mapmyfitness.com/workout/2379642551
"Aug. 6, 2017","Sept. 20, 2015",Run,186,2.441004699,883,3.568112225,0.606060606,16.81555265,98.9999227,,2316,b'',Unknown,http://www.mapmyfitness.com/workout/2379642050
"Aug. 6, 2017","Sept. 13, 2015",Run,171,2.306994624,628,2.730305019,0.305810318,21.97559232,196.1999551,,1694,b'',Unknown,http://www.mapmyfitness.com/workout/2379641609
"Aug. 6, 2017","Sept. 13, 2015",Run,164,2.189995315,747,2.934245258,0.490196005,20.44816393,122.3999454,,1971,b'',Unknown,http://www.mapmyfitness.com/workout/2379641141
"Aug. 6, 2017","Sept. 11, 2015",Run,124,1.674007442,508,2.736394456,0.378787879,21.92666826,158.4000051,,1354,b'',Unknown,http://www.mapmyfitness.com/workout/2379640691
"Aug. 6, 2017","Sept. 11, 2015",Run,257,3.480994979,1025,3.196842937,0.505050505,18.7684916,118.8000038,,2742,b'',Unknown,http://www.mapmyfitness.com/workout/2379640328
"Aug. 6, 2017","Sept. 7, 2015",Run,190,2.560997388,814,2.271820071,0.231481274,26.41062252,259.1993353,,2160,b'',Unknown,http://www.mapmyfitness.com/workout/2379639956
"Aug. 6, 2017","Sept. 7, 2015",Run,205,2.732006281,929,3.079223584,0.680270968,19.48545435,88.19993699,,2450,b'',Unknown,http://www.mapmyfitness.com/workout/2379639617
"Aug. 6, 2017","Sept. 5, 2015",Run,287,3.859995491,1259,2.698950628,0.189393939,22.23083428,316.7993664,,3333,b'',Unknown,http://www.mapmyfitness.com/workout/2379639245
"Aug. 6, 2017","Aug. 29, 2015",Run,297,3.993007772,1305,2.896807643,0.411522956,20.71241821,145.7999681,,3454,b'',Unknown,http://www.mapmyfitness.com/workout/2379638201
"Aug. 6, 2017","Aug. 27, 2015",Run,265,3.537997943,1191,2.995406824,0.215053463,20.0307001,279.0007039,,3144,b'',Unknown,http://www.mapmyfitness.com/workout/2379637394
"Aug. 6, 2017","Aug. 27, 2015",Run,256,3.474992125,1043,3.442452328,0.469483839,17.42935645,127.7999383,,2785,b'',Unknown,http://www.mapmyfitness.com/workout/2379636527
"Aug. 6, 2017","Aug. 21, 2015",Run,227,3.060006682,983,2.617992176,0.297618781,22.91834604,201.5993042,,2606,b'',Unknown,http://www.mapmyfitness.com/workout/2379632108
"Aug. 6, 2017","Aug. 20, 2015",Run,271,3.512007037,1325,3.694101448,0.766281168,16.24214339,78.30005737,,3462,b'',Unknown,http://www.mapmyfitness.com/workout/2379631796
"Aug. 6, 2017","Aug. 20, 2015",Run,259,3.508997564,1010,2.217170474,0.228310417,27.06144123,262.7994378,,2707,b'',Unknown,http://www.mapmyfitness.com/workout/2379631388
"Aug. 6, 2017","Aug. 18, 2015",Run,276,3.620991813,1312,3.454780333,0.469483839,17.36723578,127.7999383,,3441,b'',Unknown,http://www.mapmyfitness.com/workout/2379631160
"Aug. 6, 2017","Aug. 18, 2015",Run,269,3.661997898,1060,2.851372982,0.39215668,21.04249467,153.0000122,,2840,b'',Unknown,http://www.mapmyfitness.com/workout/2379630785
"Aug. 6, 2017","Aug. 15, 2015",Run,120,1.516999841,608,3.094304263,0.383141827,19.39050305,156.5999538,,1582,b'',Unknown,http://www.mapmyfitness.com/workout/2379630410
"Aug. 6, 2017","Aug. 13, 2015",Run,275,3.477003805,1406,5.550870417,0.378787879,10.80912679,158.4000051,,3652,b'',Unknown,http://www.mapmyfitness.com/workout/2379630023
"Aug. 6, 2017","Aug. 13, 2015",Run,246,3.269993887,1135,3.023368528,0.222222222,19.8454646,269.9996429,,2987,b'',Unknown,http://www.mapmyfitness.com/workout/2379629744
"Aug. 6, 2017","Aug. 10, 2015",Run,340,4.523994732,1554,3.386143671,0.537634589,17.71919931,111.5999597,,4093,b'',Unknown,http://www.mapmyfitness.com/workout/2379629246
"Aug. 6, 2017","Aug. 9, 2015",Run,301,3.772994354,1553,3.488837688,0.350877128,17.19761092,170.9992374,,4029,b'',Unknown,http://www.mapmyfitness.com/workout/2379624062
"Aug. 6, 2017","Aug. 9, 2015",Run,268,3.578006235,1224,3.496182295,0.456620834,17.16156161,131.4000408,,3225,b'',Unknown,http://www.mapmyfitness.com/workout/2379623717
"Aug. 6, 2017","Aug. 8, 2015",Run,341,3.740002802,1944,2.955067406,0.396825663,20.30412764,151.1999609,,4961,b'',Unknown,http://www.mapmyfitness.com/workout/2379623318
"Aug. 6, 2017","Aug. 8, 2015",Run,261,3.52399665,1100,2.968569802,0.366300182,20.2117513,163.8006417,,2924,b'',Unknown,http://www.mapmyfitness.com/workout/2379622964
"Aug. 6, 2017","Aug. 4, 2015",Run,526,6.766004045,2610,3.793328213,0.333333333,15.81722829,180.0002984,,6805,b'',Unknown,http://www.mapmyfitness.com/workout/2379622676
"Aug. 6, 2017","July 26, 2015",Run,168,2.247996073,751,2.641691273,0.396825663,22.71267187,151.1999609,,1984,b'',Unknown,http://www.mapmyfitness.com/workout/2379622340
"Aug. 6, 2017","July 26, 2015",Run,179,2.421000553,742,3.494560517,0.91742971,17.16960833,65.40003867,,1978,b'',Unknown,http://www.mapmyfitness.com/workout/2379621944
"Aug. 6, 2017","July 15, 2015",Run,52,0.703999486,210,3.048273085,0.549450584,19.68324273,109.199945,,561,b'',Unknown,http://www.mapmyfitness.com/workout/2379621617
"Aug. 6, 2017","July 3, 2015",Run,190,2.40400588,963,2.901809681,0.216450305,20.67669078,277.1998479,,2503,b'',Unknown,http://www.mapmyfitness.com/workout/2379621368
"Aug. 6, 2017","July 3, 2015",Run,162,2.195000375,687,2.662967023,0.347222222,22.5312988,172.8000933,,1826,b'',Unknown,http://www.mapmyfitness.com/workout/2379621065
"Aug. 6, 2017","July 2, 2015",Run,199,2.655996964,906,2.892830868,0.362319057,20.7409036,165.5998883,,2388,b'',Unknown,http://www.mapmyfitness.com/workout/2379620747
"Aug. 6, 2017","June 25, 2015",Run,448,5.899002152,2118,3.269071125,0.300299998,18.35392458,199.8000576,,5557,b'',Unknown,http://www.mapmyfitness.com/workout/2379620369
"Aug. 6, 2017","June 24, 2015",Run,123,1.648998236,558,3.308801599,0.775191631,18.13344445,77.39995127,,1474,b'',Unknown,http://www.mapmyfitness.com/workout/2379620003
"Aug. 6, 2017","June 24, 2015",Run,172,2.33499721,678,2.391980832,0.336700544,25.08387932,178.1994424,,1816,b'',Unknown,http://www.mapmyfitness.com/workout/2379616796
"Aug. 6, 2017","June 22, 2015",Run,147,1.982003697,630,2.775584337,0.314465397,21.61703048,190.800606,,1673,b'',Unknown,http://www.mapmyfitness.com/workout/2379616505
"Aug. 6, 2017","June 22, 2015",Run,121,1.660006149,453,3.205007755,1.111111111,18.72069408,53.99992858,,1223,b'',Unknown,http://www.mapmyfitness.com/workout/2379616160
"Aug. 6, 2017","June 14, 2015",Run,150,2.033003808,627,2.873779627,0.469483839,20.87834158,127.7999383,,1670,b'',Unknown,http://www.mapmyfitness.com/workout/2379615791
"Aug. 6, 2017","June 14, 2015",Run,3722,1.015000386,7,9.999975145,7.142848266,6.000004581,8.400003195,,101,b'',Unknown,http://www.mapmyfitness.com/workout/2379615494
"Aug. 6, 2017","June 14, 2015",Run,99,1.349999824,374,2.482284707,0.58479542,24.17138127,102.6000252,,1007,b'',Unknown,http://www.mapmyfitness.com/workout/2379615239
"Aug. 6, 2017","June 11, 2015",Run,136,1.850005302,553,2.994853804,0.58479542,20.03440159,102.6000252,,1477,b'',Unknown,http://www.mapmyfitness.com/workout/2379614837
"Aug. 6, 2017","June 11, 2015",Run,167,2.262995159,664,2.791416875,0.264550028,21.49439846,226.8000219,,1777,b'',Unknown,http://www.mapmyfitness.com/workout/2379614444
"Aug. 6, 2017","June 6, 2015",Run,106,1.433000131,433,2.345141871,0.43290061,25.58470717,138.599924,,1155,b'',Unknown,http://www.mapmyfitness.com/workout/2379614132
"Aug. 6, 2017","June 6, 2015",Run,163,2.209001668,686,2.48550341,0.347222222,24.13999907,172.8000933,,1825,b'',Unknown,http://www.mapmyfitness.com/workout/2379613772
"Aug. 6, 2017","May 30, 2015",Run,178,2.413002113,763,5.240507934,2.083333333,11.44927555,28.80001555,,2027,b'',Unknown,http://www.mapmyfitness.com/workout/2379613403
"Aug. 6, 2017","May 30, 2015",Run,180,2.438993019,684,2.422073839,0.406504141,24.77214939,147.6000194,,1838,b'',Unknown,http://www.mapmyfitness.com/workout/2379613091
"Aug. 6, 2017","May 28, 2015",Run,166,2.23899984,698,2.687635459,0.366300182,22.3244981,163.8006417,,1856,b'',Unknown,http://www.mapmyfitness.com/workout/2379612794
"Aug. 6, 2017","May 28, 2015",Run,162,2.201003228,622,2.971067715,0.505050505,20.19469225,118.8000038,,1672,b'',Unknown,http://www.mapmyfitness.com/workout/2379612443
"Aug. 6, 2017","May 26, 2015",Run,156,2.102994179,679,2.24466615,0.284900556,26.7300773,210.6003652,,1799,b'',Unknown,http://www.mapmyfitness.com/workout/2379612020
"Aug. 6, 2017","May 26, 2015",Run,101,1.363000105,410,2.927733288,0.450450618,20.49370836,133.1999311,,1096,b'',Unknown,http://www.mapmyfitness.com/workout/2379611606
"Aug. 6, 2017","May 22, 2015",Run,153,1.984997076,750,3.911283107,0.520833333,15.34023482,115.2000622,,1959,b'',Unknown,http://www.mapmyfitness.com/workout/2379611198
"Aug. 6, 2017","May 22, 2015",Run,165,2.23899984,667,2.688648294,0.546448118,22.31612951,109.8000694,,1781,b'',Unknown,http://www.mapmyfitness.com/workout/2379610907
"Aug. 6, 2017","May 17, 2015",Run,457,6.031000547,2144,3.475347719,0.311526311,17.26439869,192.5998525,,5629,b'',Unknown,http://www.mapmyfitness.com/workout/2379610670
"Aug. 6, 2017","May 16, 2015",Run,227,3.060006682,983,3.614224181,0.343642503,16.6010271,174.5993399,,2606,b'',Unknown,http://www.mapmyfitness.com/workout/2379610373
"Aug. 6, 2017","May 15, 2015",Run,283,3.814998232,1208,2.865627237,0.264550028,20.93788731,226.8000219,,3207,b'',Unknown,http://www.mapmyfitness.com/workout/2379610109
"Aug. 6, 2017","May 11, 2015",Run,2304,2.617002559,628,3.560587419,0.574712429,16.85111916,104.4000765,,1721,b'',Unknown,http://www.mapmyfitness.com/workout/2379609785
"Aug. 6, 2017","May 11, 2015",Run,131,1.766995338,484,2.540693599,0.333333333,23.61567479,180.0002984,,1305,b'',Unknown,http://www.mapmyfitness.com/workout/2379609500
"Aug. 6, 2017","May 9, 2015",Run,20,0.261000191,97,3.727599569,1.282050326,16.09617588,46.80004539,,256,b'',Unknown,http://www.mapmyfitness.com/workout/2379609155
"Aug. 6, 2017","May 9, 2015",Run,142,1.920993466,573,2.638938599,0.340136105,22.73649016,176.4001958,,1531,b'',Unknown,http://www.mapmyfitness.com/workout/2379608822
"Aug. 6, 2017","May 1, 2015",Run,193,2.453992105,976,2.987471914,0.595238184,20.08380845,100.799974,,2538,b'',Unknown,http://www.mapmyfitness.com/workout/2379608531
"Aug. 6, 2017","May 1, 2015",Run,202,2.587004387,1011,3.41682698,0.374532107,17.56019612,160.2000563,,2633,b'',Unknown,http://www.mapmyfitness.com/workout/2379608264
"Aug. 6, 2017","April 23, 2015",Run,168,2.263992952,712,2.395404587,0.396825663,25.04799095,151.1999609,,1893,b'',Unknown,http://www.mapmyfitness.com/workout/2379607928
"Aug. 6, 2017","April 23, 2015",Run,155,2.05500354,727,3.022666378,0.256410065,19.84997076,234.0002269,,1910,b'',Unknown,http://www.mapmyfitness.com/workout/2379607646
"Aug. 6, 2017","April 18, 2015",Run,107,1.433000131,488,3.223543257,0.709220651,18.61302897,84.59999539,,1287,b'',Unknown,http://www.mapmyfitness.com/workout/2379607325
"Aug. 6, 2017","April 18, 2015",Run,246,3.172998724,1217,3.520229361,0.505050505,17.04440137,118.8000038,,3176,b'',Unknown,http://www.mapmyfitness.com/workout/2379607001
"Aug. 6, 2017","April 7, 2015",Run,152,2.027998748,695,3.439768005,0.555555556,17.44303588,108.0000181,,1831,b'',Unknown,http://www.mapmyfitness.com/workout/2379606689
"Aug. 6, 2017","April 7, 2015",Run,167,2.259003986,658,2.509090661,0.358423059,23.91308156,167.4007442,,1763,b'',Unknown,http://www.mapmyfitness.com/workout/2379606311
"Aug. 6, 2017","April 3, 2015",Run,279,3.748999035,1235,3.098436382,0.606060606,19.36459261,98.9999227,,3266,b'',Unknown,http://www.mapmyfitness.com/workout/2379605645
"Aug. 6, 2017","Aug. 25, 2014",Run,277,3.144996138,756,2.807205917,1.851853923,21.37353673,32.39995715,,2071,b'',Unknown,http://www.mapmyfitness.com/workout/2379605243
